AAABC;BIJOT
HIORU;ABCDN,ABGNR,ACDDF,ACLNY,ADELL,ADGNN,AJMUY,DDIIN,DNTWY,GNNNT
HIOSS;CDKLO,CDLOU
HIOST;BFHRR
HIOSW;DDOOW,DNOPW
HIPPY;AAERT,AAGRS,AARSS,ABOOR,AGHOP,DELOR,EIMST,ENORT,EORRS,EORRT,GHOPR,HLOOT,HOSSY
HIPRT;ACIIP,CIIPU
HIPSS;CDOOZ,IIRVZ
HIPST;
HIPSW;ACCHO,BDEEO,CHITT,DNOOW,EFLLO,EGLOU,FLLOO,GHIRT,GMMUU
HIPTW;AGLRY,AHRST,CEMNO,CHIST,EELNR,GHIRS,GLORW
HIPTY;AAEPR,AAESX,ABLOS,ABOOR,AEMOO,AEMSS,AEMSZ,AHLMO,AHLOS,AHMOY,ALOOR,EHLOS,EIMPS,ELMOS,ELOOR,ELOPS,EMOOS,EOPRR,EORRS,EORRT,ERSSU,HLOOP,LOORS,OORTX
HIPZZ;
HIRRS;BDITY,BDNOT,BFHOT,BOOTT,FNOTT,INOUV,NOPPY,OOPPY
HIRRW;BGKOT
HIRSS;CCNNU
HIRST;
HIRSU;
HIRSW;KNNOY
HIRTY;AABLO,AAEPP,ABOOP,ALOOP,BCOPY,BEIOX,BIINO,CCINO,CCIOP,CCMOY,CEFLP,CEIPP,EELNN,ENOPP,ENOPZ,EOPPR
HISST;
HISSU;AAEPR,AAGLP,ABPRR,ACHPR,ADGPR,AEEPR,CCHMR,CDLOO,DLOOT,EEPRV,EPYZZ,GHLRT,ILPPP,LMOPY
HISSV;CIOSY,IIPRZ
HISSW;
HISSY;ABIRT,ACDOR,ACEFR,ACNRT,ADMTY,AEFGR,AFORT,BDIMR,BDIRT,BENOS,CCEMO,CENTT,CIOSV,EENTT,EENTZ,EERST,EIRTT,ENTTT
HISTW;
HISTX;AAEPY,AANOP,AANPY,ADORY,AEELN,AEEUV,AEGNU,AEILO,AENOU,AOOPT,EEERR,EEIRR,EENPR,EGINU,EMNOO
HITWY;
HIWZZ;
HJNOS;ACGGU
HJOOS;BDELR
HKKOU;
HKLOS;AANTT,AANTW,AEPRW,ALMWY,EERWW
HKLSU;AABEN,AABNY,AENNY,CCGIN,CGINO,CIMNR
HKLUY;AABNS,AENNS,AFLNT,GINNT
HKMOU;ACINU,EEILN
HKNOS;AALTT,AALTW,ABCCT,ABCRT,ACRRW,AEMTU,BCEEE,CCCIP
HKNOY;
HKNSU;BHIIK
HKNTU;ADNOR,BOOOT,CIOQR,EGIOW,GIOPR
HKNUY;AABLS,AFLLT,GILNT
HKOOS;
HKOOY;
HKOPS;CCCIN,CFIRT,CIOTT,EEEPR
HKORS;AAMTY,AAMUU,AGMPY,CFOOP,CLOOW
HKOSS;BENUU,BRRUW,EEELU,EEEPU,EIJMT,FLRUW,INNRT
HKOSW;AALNT
HKRSU;
HKSSU;BORRW,EEELO,EEEOP,EEMOO,FLORW
HKSUY;AABLN
HLLOO;BEGPY,CGIIP,CHPRY,EEMNP,ENPPY,GPTYY
HLLOU;DIMPY,FTUYY
HLLOY;ACLLY,FLSTU,FTUUY
HLLSU;AAEIL,ABCKW,ILMTU
HLLUY;AABIT,ACFTW,AFFIT,AFKNT,AFRTW,AGGIN,BGIMN,CEEFR,DIMOP,EIMNP,FGIRT,FIMRT,FOTUY
HLMOS;CNUUU
HLMPY;AACOR,AKORY,BEOOT,CEOTY,COORY,ENOPT,GOOOR,HORTY
HLMSU;CNOOR,CNOUU,EEFOT,OOOTY,OORUY
HLMUY;OOOST,OORSU
HLNOO;ABEGP,ACEMT,AEGNP,AEGRR,AGORT,AIRRY,ALLLW,BCDTU,BDDER,BDDOU,BDTTU,BEGIM,BETTU,CCGOY,CDERY,CDMMO,CGORY,DEEGT,DEHOR,DEPRY,DGIIK,EELMP,EEMYZ,EFRRW,EOPTV,GIOOR,GITUW,IKKKZ,IMOPR
HLNSU;DFOOW,DOORW,EIIQR,EINOS,EOORS,GOOPW
HLOOS;DIPPY,HIPPY,IOPUZ
HLOOY;ACCCR,ACLPS,AGGPR,AGHPR,AHLMT,AINRR,AIPRT,ALMNR,CCCIM,CCGNO,CCIPR,CHLPR,CINPX,GHPPT,GHRTU,HIPPS,HIPPT,IMPSU,MRSUU
HLOPX;AAGNY,ACEYY,AEIIN,AELRY,AHNTY,ALTYY
HLORS;AAGLP,ABFRU,ABGOP,AGGOP,AGHOP,AGPPY,AGPXY,AIMMU,ALMOP,BEEPY,BIMOP,DGNOT,EFFIK,EINRV,FIKLO,FIOTT,GIOOT,HIINT,IINPZ,IINTT,MOUUY
HLORW;ABRRU,ACIKO,GIPTW
HLOSS;
HLOST;
HLOSW;ADNPS,DFNOU,GNOPU
HLOTW;
HLOTY;DEEET,DOORX,IIRTT
HLPSU;BCNOW,IOOOZ
HLPSY;
HLRSU;ABFOR,AIMMO,AIQSY,DFLYY,DNOOW,FIMPY,GIMPY,MOOUY
HLRTU;AACRY,AAMNU,ACIMT,ADGIY,AGILT,AGIRT,AMOOP,BCCMO
HLRUY;AABCR,AACRT,ADGIT,AFLTW,AIQSS,CHILS,DFLSY,FGILT,FIMPS,GIMPS
HLSSU;FKORW,GHIRT
HLSUY;AABKN,AEKNN,MOORU
HLSWY;AKLMO,EFFII,EHIRS
HLSYY;ACETT,ADDIN,DFLRU,DIMOO,DIORS
HMNOT;ABRRU,ACKLO,IMOYY
HMNPY;
HMNSY;DIORU
HMOOP;BCHIO,BCINO,CCEIL,CHINO,CINNO,EELLN,EENNN,TTTUY
HMOOS;EGNOU,ENNOY,GNOOU
HMOOZ;CEITU,EEGIN,EELNY,EGILO,GPRYY,HIPRR
HMOPR;ABEGL,AKLYY,EHILT,EHIMY,EIILT,HLTYY
HMOPW;ACINT,CEINT
HMORR;AACDN,AACGP,AAENT,ABDEE,ACDEN,ACGIP,ACGMO,ACGNO,ACITT,ACIYZ,AEEGH,AEERT,AEETV,AEGMT,AEINZ,CCIIT,CEEMO,CFLOO,DEHIO,DETYY,DOOTY,EEKOW,EFMOT,EGTYY,EIOPU,ENOUU,EOTTW,HIOPZ
HMORS;
HMORU;AABCY,AGIIP,ANOPT,BCCLT,EEILN,EIOPR,GILOO,MOOTT
HMOST;
HMOTU;BCCLR,CEEIP,CEIOZ,MOORT
HMOTY;AGOPR,CDOOR,DOORR,EGOOZ
HMPSU;
HMPTU;AELNT,ALOOR,ANOOR,CEEIO,EEIIL
HMPUW;
HMPUY;
HMRRY;AAHIT,DOOOT
HMRTU;AADGN,AALNU,ABNOR,ACILT,ALOOP,ANOOP,BCCLO,CHINY,EEINN,MOOOT
HMSSU;CCHIR
HMSTU;
HMSTY;AACLP
HMSUU;AEINN,AINRT
HMSUY;AEFLL,BEEOR,CEIPR,DINOR,DIORX,EGIOZ,GOOOZ,MNOOO
HMTYY;ACILL,CCIOR,CDIIL,HLOPR,IMNOO
HNOOP;DEHRY,DELRY,EELLM,EEORR
HNOOR;AGIMO,BDIMY,ILMOP
HNOOS;AANTZ,BFFIU,DDEES,EMNOY,ETTTT,GMOOU
HNOOW;ALLLL,DGRSU,EFLRR,GLPSU
HNOPS;AAATT,ADLSW,AGTUU,BCLUW
HNOPY;
HNORS;
HNORT;
HNORY;ADIOP,BDIMO,FGIIR
HNOSW;AABCC,AAKLT,ABEEL,ACKRR,ADELT,ADLPS,ADRRT,BCLPU,CDHOU,DFLOU,GLOPU
HNOSY;ADORZ,ALTXX,ALTXZ,CCLOT,CGIOZ,CILLW
HNSSU;ABCGR,ACDDH,CEELQ,DIOOR,LLOPY
HNSTU;
HNSTY;CCLOO
HOOPS;AEGGU,AEGUX,AGOUZ,CCGIL,CFRRU,EGILL,EGILU,EHILP,ILOUZ
HOOPT;AABIU,AACMR,ABCIO,ABEHI,ABIIX,ACCRY,AHLLO,AILRY,ALMRU,BEHOP,DFLOO,DIOYZ,EHOPR
HOOPW;
HOORS;BBBEJ,BBEHY,CKLOW,EEHUW,PPRUY
HOORT;ALMPU,AMPYY,FGILP,GLOPY
HOOSS;DDEEN,EEFRR
HOOST;AANNZ,DHOUY
HOOSW;BCDIR,CCDKU,CKLOR,DDIOW
HOOTT;ACHNU,BDLNU,BELNU,BKNOU,CEEHK,CEIMN,GHTUU
HOOTW;ADRRY,AEEHW,ARRTT,BCIMR,ELRVY,EMRRT
HOOTY;ABIPR,ACCEN,ADRRW,AGMPR,AGPPR,AHLLM,AILPR,APRRX,APRUX,CCEMR,CDMOR,CGILR,DEERX,DEIWW,DIOPZ,DMORR,EGMOZ,EHMMR,ELRVW,GHLPP,GLOPR,HILPP,IMMNY
HOPPY;AAGIL,AAGNT,ABIOR,AEORT,AGHIP,AGHTY,ANRTT,AORTT,DEILR,DLORY,EGLRT,EINRT,EIRRT,ELMNT,ELORR,GHIPR,GHLOT,HILOT,HNOOT,OORTT
HOPQS;AABEU
HOPRT;AAGNP,ALMOU,FNOOR,HOOPT,OOPRT
HOPSS;
HOPST;
HOPSU;AADIN,ABIIM,AGMOO,AGOOZ,BCLNW,BOOOZ,CFORR,CIINN,CIINS,ILOOZ,LRSUU
HOPSW;ACCHI,ADLNS,BCLNU,BDEEI,EFILL,EGILU
HOPSY;
HOQTU;CEIST,CIKNR
HORST;
HORSU;
HORSW;ACCKO
HORSY;ACGHY,ACIIM,ACIMZ,AGLPP,AGLPX,AIPPR,CFIMP,CIMOP,HMOPP,IOPPR,LMOUU
HORTT;CIIIN,DFILY,FGHIR,IILTY,ILMNY
HORTU;MMOOT
HORTW;BCIMO
HOSST;
HOSSU;AIMNO,CDILO,DINPP
HOSSW;AEEHL,EELLU
HOSTT;
HOSTU;
HOSTW;
HOSTY;ABBDO,ACHPP
HOSUY;DILLP,DOPPP,GMOOZ,GNOPY,LMORU,MMNOO
HOSWW;AARTY,ACDRT,AEMRT,DDIOO,DEIOT,DINRT,EEKLR,EELMR,EFILR,ENRTY
HOSWY;AARTW,ANNTT,EEFIU
HOTTY;ACCIP,ACIPS,ACIPU,AEEPT,AEILN,AELNP,AGHUW,ANNSW,CCEIP,CCHII,CCIRS,CEEHN,CEHIP,CEINP,DEEEL,DEEIL,DFILR,EEEMR,EEHPR,EHILS,EILRR,EIPRR,GILRU,IILRT
HOTUY;AEKQU,AOPRT,AOPRX
HPSSY;
HPSTU;AAAGN,AALRR,ABINR,ADGRU,AEGIT,AINRT,DENRU,EGITT
HPSUW;BCLNO,EEOOR,EGILO,GLNOO
HPSUY;ACEEQ,ACIIN,BCEER,CEEKN,CEIMR,DOOPP,GNOOY
HQRSU;DEIOO,EEELT,EIILN
HRRUY;BBCEN
HRSTU;AANNY
HRSUU;BEGTT,BENNT,CCEHN,EGHOO
HRSUY;AANNT,ACCHW,AILQS,CEIMP,CGILN,CHILL,CINOT,DFLLY,FILMP,GILMP,LMOOU
HRTTU;ACILM,ADEEL,AGIKM,AGILL,AGILR,AIMNP,DENOO,FGHOO,GHOOU,MMOOO
HRUUU;
HSSTU;
HSSUY;AAAAC,ADEMR,BBBRU,EEPPR,EIPZZ
HSTUY;
HSUUW;GIMMP
HUYZZ;
IIJNN;AAARZ,AAGPZ,AEGLV,CETUV,CGNTU,EGLLY,EGLNU
IIKKO;BCGNX,CGNTU,CNNPT,DGLNN
IIKLM;ADEEN,BEEOZ
IIKLN;AADOP,AAELZ,AALTY,ADEEM,CDEOU,DDTWY
IIKNN;ABDRY,CIIKN,DELRU
IIKPS;BGIRR,CCLLO,CHHTY,LMMOS,ORSTW
IIKRR;AEELP,AIIKP,CDEGN
IIKST;AAKLT,FIRUW,LLLMU
IIKSW;ABCIL,DDKNY,DEFHI,EEHRR,FIRTU,GNRTY,ILLNP,OPRST
IILLV;AACDR,ABITY,ABOTY,ADEEH,AOORT,AOTTY,BELRS,BOTUY,CIMOR,DEHOO,DEPUZ,FGNOR
IILMT;AABTY,AACEU,AADFP,AADMO,AALUX,ABTUY,BCEIY,BEHTW,CCIOR,CHNOO,CHOOT,CINRU,CMNUU,EFINY,FMORY,GHLRW,NNOUU
IILMU;ADFRS,ARRTV,DFOOP,FGNOR,GNORT,GNOSV,GNOVZ,GNPPR,NNOTU,OORSV
IILNN;BCIVY,BDEEV,CCHOO,CCMOO,CCMOY,DEEVY,EEFMY,EIMOP
IILNP;AAADR,AADKO,ABEEX,ABEXY,AHIPP,AHMOY,DERTY,EIMNO
IILNT;AACLN,AAOTT,CIIOV,CMMUU
IILPS;AAALL,ABCMO,ABMSY,ACCEF,ACEEZ,ACLOS,AERRS,AERRZ,BMOSY,CCKLO,CHIPP,CMOOR,EHOOZ,EHRVY,HMOOZ,LLOPW,OORUV,OORUX
IILSW;ABCIK,CGHRT,DLNOW,EFFHY,GGHIR,IKLNP,LLOPP
IIMMN;FLOOR
IIMMT;AAILN,AANNO,AANOX,ACGRR,ADELU,ADMOU,AEILN,AGLNN,AGLNO,AGORR,ALORY,ANNOU,APRRU,ARTUY,BILOY,CCOOR,CGNOT,CLNUU,DEENP,EELLR,FLORY,ILOTY,INNOU,OORUV
IIMMX;AHIPS,CNOOT
IIMNO;AADPS,AAEHP,ACEHP,AESTT,AOTTV,BBIIT,BEGRW,BFGYZ,BGMOS,CCELR,CGHRZ,CGPRZ,EGGOV,EGHRT,EGPRW,EGRVX,FLMOR,FLPPY,GIPTZ,GORTZ
IIMNR;
IIMNS;
IIMPR;BCHOO,CHOOS,CHORT,CINPU,CLOOS,CMORS,DMORU,HOSSW,OORSV,OOSST
IIMPS;BLOSY,CILTY,CLOOR,CMORR,IOSTV,OORRV,OORST
IIMSS;ACCQU,BBCIL,BDHRY,CCCLY
IIMST;
IINNO;AANTZ,AIITT,AIOTZ,ANOTT,BCOOV,BDGLN,BDGNN,BDGNU,BEQUU,CCHLO,DEQRU,GNNNW
IINNT;AABHT,AALST,AANOS,AANOZ,AAOPT,AAOST,ACCSS,ADFIP,AFINT,AFIOX,AIIOT,AIOOS,AIOOZ,ALLMU,AMRST,ANOOT,IOOPS
IINST;DHOOU,INRRT,IOQUU
IINTW;DDKLY
IINTY;ABEFG,ACEFG,ACGOR,ADORV,BHIOR,EJKPR
IIORT;AABCP,AADRR,ABBCG,ABCEO,ABCMO,ABLRU,ACCGM,ACERR,ACFFO,ADLLY,ADMUU,AEPPT,AGMMR,AHLMU,AIKLW,ALLSY,ALLTT,ALMMY,BEEJU,BEQUU,BFISS,CCCMY,CCEVY,CCMMO,CEEMT,CFOPR,CHMPR,CHOOP,DFFMY,FIMSS,FLMMY,FMOSS,KPSSW,MMOUV
IIPPS;AAERV,AALRS,ACLNR,AESSW,CCEER,CCEOR,CDLOY,CEEOS,CEEOZ,CENOW,CHILP,LLLOW
IIPPT;AAEHN,AANOR,ACHIR,ADENN,AEETV,AENOT,AENOV,AHLOO,ALNOO,ALRUY,CHIRU,LNOOR
IIPST;ACSTY,CTTYY,DIINY,IMOSV,IOSTV
IIRSS;AADGI,AAFIL,AALPP,AAQTU,AASTY,ABDUY,ABLLT,ABLOT,ADFFM,ADLOY,AMMPV,AOUXY,BDKNT,BDLTT,BMMNO,FMMNO,OTTTU
IIRVZ;GIILN
IISTT;AACFL,AACLP,AAEFG,AAKKL,AAKPR,AALPY,AFFGR,CHHPW,CPTYY,DILUY
IISTV;AADFF,AFLLU
IISTZ;AAGMN,ACEEP,ACOPZ,ADEGG,AEGMT,AGINN,BGINU,CCEIL,CCEIR,CEHMY,CEIMV,EENRW,HLLNO,HLOOP
IITZZ;AENRT,CEEIN,EEMNR
IJKMU;
IJKNS;
IJKOS;ELLOU
IJLLS;FILRT
IJLST;AACEM,ACGHK,ACIRU,AEIOV,ANORU,FILLR,IMOOU
IJMMY;
IJMPY;
IJMSS;ACHKT
IJNNS;CGORU,EGKTU,GOORU
IJNOS;ABGNW,AELSV,AGIRV
IJNOT;AACLU,CCEGN,EEMNN,GMPUU
IJNPU;
IJORS;DGINY,EPRUU,MNOTW
IJOSS;ACENU,ADEPU,AEGNR,AELNV,ENRRU
IJOST;AEILV,BCEEV,CEEIR
IKKLS;AAAHT,AAAMR,AAITT,ABEET,ADEFR,AEERT,AGNRY
IKKNS;AGLRY,BHHIU
IKKNY;
IKKOS;BDERU,EHOPY
IKKRS;AAKOW,AAMOV,ABCDO,ACHNP,AGLNY,BCILN
IKKRU;ACDNO,ACGMN,DEENP
IKLLR;AACMY,ACGIP
IKLLS;
IKLMO;AEGNV,AGNOT,BBEOO,BEEIZ,DEGOR,EHNPY,EIRRR
IKLMS;
IKLMY;AABST,AACLR,AAGNP,AENST,EEESW,GIMNS
IKLNP;
IKLNS;
IKLNY;
IKLOS;BLRST,CCEHO,CCEIT,CCHTT,CEHST,CEIRU,LQRUW
IKLPS;
IKLPU;AEEGL,EEPPT
IKLRS;AAAKM,ACCGN,ACCPW,ANOPW,BCIKN,CHMNU
IKLSS;HITTY
IKLST;BLORS,CCHOT,CDLOR
IKLSY;
IKLTU;BGNOU,EEPPP,GHNNY,GNOOO
IKLTY;ABIIL
IKLXY;
IKMNS;
IKMOS;
IKMPS;AACEG,AAGMN,AGNOT
IKMRS;
IKMRY;AACGO,AACLL,AAGNW
IKMSS;
IKMSU;
IKNOP;ABEHO,AEELU,AERRY,CCEHX,CEELU,CMOPU,EHLMY
IKNOS;
IKNPR;
IKNPS;
IKNPY;
IKNRS;
IKNSS;
IKNST;
IKNSW;DDIKY,IILLP
IKNSY;CCEHO,CCEMO,DDIKW
IKNTW;ACEPT,AGLOU,EGHOU
IKNYZ;
IKOOR;ABFFM,ACGLY
IKOSS;ALRYY,ARRTW,BLLRT
IKPPS;
IKPSS;IORTW
IKPSY;ABCGG,CHHIT
IKPTU;EELPP
IKQRU;CHNOT
IKRRS;NOPTW
IKRSS;
IKRST;FLLOO
IKRSU;FGNSY
IKRSY;HNNOW
IKSST;
IKSSY;BDEGR,DGINV,FGNRU,FLMNU
IKSTU;
IKSVY;EEELN
IKTTY;
ILLLS;AAAIP,AABBE,AABCY,ABEEK,ACCEP,ADOYY,AEPRS,AESTY,AEUVY,BCEIK,BEGIN,BEIRV,BFSUY,CCOUU,CEETU,CEIMU,CEITU,DEEFF,DELUV,EEFSY,EEGNV,EEHMW,EERST,EGNPY,EGNWY,EIMUX,ESSTY,FGIRT,FIJRT,HMTUU,IKMTU,IMMOO,IMOTV,IOPPW,IOPUV
ILLMS;IIMMU,IKLTU,ILMOO,ILOTV
ILLNS;AADGN,AADOY,AAGOZ,AAORY,AAPRU,AAQRU,ABIMU,BFSUU,CDHIW,DDEPY,DIOWW,GIYZZ,INNOO,OPVYY
ILLOS;AABBO,AACCP,AADMR,AAGNZ,AAPXY,ACCOP,ACIPS,AINVY,AISTT,ANVYY,CCLUU,CITTY,COTVY,DDDOP,ILMMO,ILMTV,INNNO,IOQUU,NPVYY,OSSVY
ILLPR;BDNUY,EEETZ,EENOZ,EERUW,EFITU,EGHOO,EIMTU,EOORT
ILLPS;AAAIL,AACCO,AADIT,AAINT,AAOXY,ACCDI,ACCOO,ACDIK,ACHYY,ACIIM,AIIPT,BHIMY,DDDOO,NOVYY
ILLPU;BDNRY,CORST
ILLQU;ANRTY,CDOUY,CMOOU,MOTUY
ILLRS;AAACC,AAARW
ILLRT;AACCY,AACGY,ABCUU,ACCIY,ACGII,ACGIU,ACITY,AFIRY,AGITY,AGNTY,AIIMY,FFUUY
ILLSS;AAABD,AABOR,ABGMO,AGOOS,CINOO,COUUY,OOSVY
ILLST;ILMOV
ILLSV;BEILR,BIORY,COOTY,ILMOT,NOPYY,OOSSY
ILLSW;AAARR,AHHWY,CDHIN,CGNOY,DGNOR,GKORR,IIKNP
ILLSY;AAOPX,ACCEN,ACHPY,AHHWW,AINOV,ANOVY,BFLSU,CHIQU,EEFLS,EGOOX,EHIOP,GINRW,GINZZ,NOPVY,OOSSV
ILLSZ;BEEIN,BEIOU,EEEHN,EEEPT,EEGOP,EEOPW,EERTU,GINYZ
ILLTW;GHIMR
ILLTY;AAALP,AACCR,AACCT,AACGR,AAERT,AAIKN,AAKNO,AANNO,AANOR,ACEEM,ACEMR,AEERT,AEIRT,AEMTU,AGIRT,AIIMR,AIMNT,ANNOO,BEGII,BIOUV,CCEMU,DEGIN,DEGOO,DENNO,DFIMU,EEFGN,EORRU,GGINN,GIIMN,GIKNN,GNOPT,MOQUU
ILLWY;ACGNR,AGGGN,CGNOS
ILMNS;GHNOT,OPXYY
ILMNU;CIMTU
ILMOO;AAFJP,AAHTX,ABETU,ACCCX,ACLNN,ACOTZ,BBEKO,BCELO,BEOTZ,CCCHY,CCCTY,CCGIR,CCINN,CDORX,CDRRW,CHHPR,CHITT,CLQUU,EGHOZ,GHORU,HNOPR
ILMOR;ABBPY,ABPVY,ACCCY,ACCIU,ACCLY,ACHYZ,ACIIT,AILNY,APPUY,BFIMU,CCFIU,CCFUU,CCGIO,CCIIT,CCNUU,CFMUU,CHHOP,CHLPY,CIILV,CNUUV,FIMNO,FIMTY,GHOOU,HNOOP,HNTTY
ILMOS;ILLTV,NPXYY
ILMPS;CIOOR,COOOS,DNUUU,GOOOT
ILMPU;CFOOR,CMOUV,DFIOO,GORTU
ILMPY;AAGKN,GHNTU
ILMRY;AACDO,AACKL,ACCCO,ACCLO,ACHOZ
ILMSS;GILRT
ILMST;COORV,FHOOO,GHNNO,GNOOO,GOOOP,NOOOP
ILMSU;IILMM
ILMSY;BCIIM
ILMTY;CCCOO,CCIOP,GHNPU,GIILN,LOQUU
ILMTZ;ACOOO,AEGIN,AEIIR,AEIOP,AGNOY,BEOOO,DEIOO,EEGII,EINOY,GOOSY
ILNNS;CCOOU,COOUV,GHMOT,GORTY
ILNNY;AABLU,AALOT,AARTU,ADGGL,AGGHS,AGGLS,AGGLT,AGGOR,AGKOS,AGKPR,AGKPS,AGLRS,AGLST,AGNOP,AGNOY,AGOPY,AGPPS,AMRTU,BCIIV,BGGLU,CCIMO,DGKKO,DGOUW,FGORW,GGRTU,GLOUV,GMORU,GORST
ILNOS;
ILNOY;ABERX,ADIRR,AERRT,AFRUX,AGNNY,BDMRU,CCDEE,CCIMN,CDIIT,CENNT,DEFMR,EFIRR,EGGGK,EIRRT,FIMPP,GINNT,INTTU
ILNPU;
ILNRS;BBIIU,BCIKK,BFIIL,DHIWW,OPXYY
ILNRY;AFLMO,AOSUV,BDLPU,BDMOU,CGIIS,CGIIZ,DDGIL,EFIOR,FGIKS,GHILW,GIKMS,GILSW,GPSUU
ILNST;
ILNSY;CDITT
ILNTU;
ILNTY;CCCSU
ILNUX;ACERU,ACRUY
ILNVY;DELOV,EEILT,EILMO,GIINT
ILOOP;AABDR,AACLR,AAFJM,AALNN,AARYZ,ACGHL,ACHLN,ACNRR,ACNXY,ACNZZ,AHIPT,BBEIL,CDMUY,CEHIL,CFMRU,CGHIL,CGHIO,CHHMR,CHNPY,CHNXY,CMNYY,DFIMU,EGHPT,FGHRT,HMNOR
ILOOS;AABBL,ACQUU,ILQUU,LSSVY,RUUXY
ILOOV;ACESU,BETUV,CDHRS,CERRS,CGNNV,CISTU,CLNUV,CLSTY,CNNSU,EEGKR,EEHRR,EGIRS,GIRST,IPRSU,LSSSY
ILOPS;
ILOPT;AHIOP,FGHOR,GHRWW
ILOPU;AEHIR,AEPRZ,EGHLO,EGORZ
ILOPW;AEEPT,GHRTW
ILOPX;ACNOY,AEHIN,AIINT,CEFMY,CEGMN,CEMNO
ILORS;FHKLO,IOPUX
ILORT;
ILORV;CIILM,CMNUU
ILORY;AABDL,AACDM,AALMR,ABCCX,ABNNR,ACCCM,ACCFM,ADDFM,ADINR,AFLMN,AFNUX,AILMN,CDHTY,CDHXY
ILORZ;ABDOW,ACGIN,ADEHN,AEJNU,AGIMN,AGINP,AGINV,AGINY,CGINO,EIITV,GINPY,GNPYY
ILOSS;BKNNW,CCKKR,CKRTW,LOSVY
ILOST;BBIIT
ILOSU;BBDDY,BGRUU,ILOQU,ORUXY
ILOSV;LNPYY,LOSSY
ILOSY;EELTW,EEMPS,EGLOX,EGUUX,EHILP,EMOPS,GHOPY,LOSSV
ILOTV;AAALR,BILUY,CIIIN
ILPPU;
ILPPY;AABCL
ILPRS;BHMOO,BOOTU,CHOOT,CIMOO,COOUU,FGHTU,FOOOT,GGHIY,HINOZ,IOOUV,IOOUX,MOTTU
ILPSS;IMNUV
ILPST;
ILPSU;
ILPTU;DGNRU
ILQTU;CCEOO,EENNO,LMOUY
ILRST;
ILRSV;
ILRSW;DGLNO,FGNOO,KLOQU
ILRTW;AADHW,AIIKO,EEEEV,GHILM,GHOPW
ILSST;ACFGK,CGKOW,CKORW
ILSSY;ACEUW,ACOPU,CLOUU,COOPR,EEERV,EEFLL,EELRW,EELVW,LOOSV,LOPPP,OPRUU,ORUUU
ILSTT;AAIKK,BBIIO,OORRT
ILSTU;
ILSTW;ADDGN,AGGNN
ILSTY;ACOUU,BIIIV
ILTTW;EEERR
IMMOY;AAHNT,ACDRU,ACENS,ACRSS,AGHPR,AILRT,BCIIR,BIILT,CDEEX,CERRT,EENRS,EENST,EHHPR,EHNOS,ENORS,FILRT,GLNOU,HNOTY,IILTT
IMMSY;ACORS,BCDIU,BCIIL,CINOT,GIKLN
IMNNY;BCCEU,CCILO,EEFIL,EFIIT,EGOOS,EILMT,EOSSY,EOSYZ,GGILL,GLORU,GOOST,OSSTY,OSTYY
IMNOO;AACHM,ABHOP,ACCHP,ACCHY,ACLLN,BCHOP,CCILN,CHHOP
IMNOR;
IMNOS;
IMNOT;GIIPZ
IMNOU;BDDEE
IMNPS;DLUUU,LOXYY
IMNST;
IMNSU;NNUUU
IMNTY;AACLL,AACLO,AADDR,AAHMO,ACHLO,AGLOZ,DGHIL,GIILL,GILMR,HMOOY,ILOPS,NOSSY,NOSYY,OOPST
IMNUX;
IMOPR;AADPU,ABBLY,ABCMU,ALPUY,CFLOU,DIMRU,HHOOP,HHORZ
IMOPT;GIINZ
IMOPU;AANTT,ABCMR,ACEHT,AGHIR,AINTT,ALPRY,CEEHT,CEHNY,CFLOR,CLMUV,EHORR
IMORS;
IMOSS;
IMOST;GILOX
IMOSX;CNOTY,DHRUY,DIILN,GILOT,LNPYY,LOTTY
IMOSZ;AAANN,ACHRY,ADEIL,ADINU,AEOPR,CEMNU,CINRU,EFLRU,HILOP
IMOTV;ACLLU
IMPPR;AACLY,AADOU,AAHOO,AALOX,AERRY,ALOUY,CIINU,EEETV,EEGNT,EELLP,EENPT,EERUU,HHOOO
IMPPS;DEHIO,DEOUY,DEPUU,DLOOY,EHITY
IMPRS;
IMPRY;AAEHN,AENTT,AHHNO,DEEOR,DEIIN,EHHMO,EHRTU
IMPSS;CLOOO,GIINO,ILNUV
IMPST;CIILY
IMPSU;DLNUU
IMPSW;GHMUU,GMMUU,NNOOT
IMPUX;
IMPWY;
IMQSU;DEEIP,DEIIL,DEILU,GINOT,LNOOY
IMRRS;
IMRRU;AACLT,AACTU,AAEGT,ADQUV,AEGIQ,AIMPT,BEFOT,CCLUU,CFLOT,DIMOP,EQTTU
IMRSS;BDHIY
IMRST;
IMRSU;
IMRSV;AABHT,AACLU,AAINZ,AAKKO,ABIOS,AIIPV,ALNOU,ANNOU,AOOTT,CLOOT,DGIIN,GIINU,ILOOU,NOOOU
IMRTU;DGIIO
IMSST;
IMSSU;
IMSSW;CIITT
IMSSY;EHHNP
IMSTT;BGNOO,FHNOU,LLOOU,LOOXY,NOOPY
IMSTU;
IMSTY;AOQSU,DFOOP,NNOSY,NNOYY,NOOPT
IMUZZ;
IMYZZ;
INNNO;AABCL,AAIMT,AAITZ,AALTU,AAOTT,ACCEV,ACCVY,AEHOT,AEIMT,AEMTT,AIMOT,AIOTT,AIOTV,CCEHI,CCITY,CEMYZ,CIITT,EEJMT,EILLP,ELOTV
